delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours
16185.0,delhivery,electronics,ev van,standard,west,cold,240.2,23.32,1970-01-01 00:00:00.000000010
16186.0,ekart,furniture,van,express,west,clear,9.0,31.68,1970-01-01 00:00:00.000000000
16187.0,amazon logistics,groceries,ev van,standard,south,rainy,81.1,42.77,1970-01-01 00:00:00.000000006
16188.0,ecom express,automobile parts,ev van,express,west,cold,161.1,33.04,1970-01-01 00:00:00.000000005
16189.0,dhl,fragile items,van,standard,south,foggy,134.9,3.5,1970-01-01 00:00:00.000000006
16190.0,delhivery,groceries,bike,same day,south,rainy,132.9,20.69,1970-01-01 00:00:00.000000012
16191.0,delhivery,cosmetics,bike,express,central,stormy,207.4,9.38,1970-01-01 00:00:00.000000008
16192.0,amazon logistics,pharmacy,scooter,same day,east,rainy,44.7,17.78,1970-01-01 00:00:00.000000003
16193.0,fedex,furniture,scooter,standard,west,cold,190.1,30.96,1970-01-01 00:00:00.000000005
16194.0,delhivery,automobile parts,van,standard,west,rainy,45.6,8.34,1970-01-01 00:00:00.000000005
16195.0,amazon logistics,pharmacy,ev van,express,west,stormy,80.1,20.62,1970-01-01 00:00:00.000000005
16196.0,fedex,furniture,ev bike,same day,central,clear,177.8,33.27,1970-01-01 00:00:00.000000003
16197.0,dhl,pharmacy,scooter,two day,central,cold,207.3,23.26,1970-01-01 00:00:00.000000006
16198.0,fedex,fragile items,ev bike,two day,central,rainy,69.9,33.05,1970-01-01 00:00:00.000000006
16199.0,ekart,cosmetics,bike,standard,central,hot,93.8,49.52,1970-01-01 00:00:00.000000004
16200.0,ecom express,furniture,bike,two day,north,cold,228.9,14.83,1970-01-01 00:00:00.000000005
16201.0,amazon logistics,clothing,truck,express,east,stormy,173.8,43.03,1970-01-01 00:00:00.000000009
16202.0,blue dart,pharmacy,scooter,standard,west,clear,93.9,19.66,1970-01-01 00:00:00.000000005
16203.0,xpressbees,groceries,van,standard,central,foggy,164.9,47.18,1970-01-01 00:00:00.000000008
16204.0,blue dart,automobile parts,ev bike,two day,south,foggy,40.0,42.78,1970-01-01 00:00:00.000000003
16205.0,fedex,automobile parts,van,same day,central,clear,126.8,36.44,1970-01-01 00:00:00.000000003
16206.0,xpressbees,electronics,scooter,standard,west,foggy,236.5,29.32,1970-01-01 00:00:00.000000007
16207.0,delhivery,automobile parts,ev van,two day,east,stormy,264.1,19.07,1970-01-01 00:00:00.000000008
16208.0,xpressbees,automobile parts,scooter,express,south,hot,3.6,18.95,1970-01-01 00:00:00.000000000
16209.0,ekart,automobile parts,truck,standard,east,rainy,210.8,38.65,1970-01-01 00:00:00.000000007
16210.0,xpressbees,furniture,bike,express,east,stormy,4.3,17.92,1970-01-01 00:00:00.000000005
16211.0,fedex,documents,bike,two day,south,hot,223.6,46.56,1970-01-01 00:00:00.000000009
16212.0,delhivery,pharmacy,ev bike,express,east,clear,255.0,0.67,1970-01-01 00:00:00.000000009
16213.0,xpressbees,fragile items,ev van,standard,east,foggy,277.0,40.8,1970-01-01 00:00:00.000000007
16214.0,ekart,furniture,bike,express,central,clear,29.0,38.08,1970-01-01 00:00:00.000000003
16215.0,ecom express,automobile parts,ev van,two day,north,hot,4.6,25.73,1970-01-01 00:00:00.000000000
16216.0,amazon logistics,documents,scooter,standard,west,stormy,111.2,44.05,1970-01-01 00:00:00.000000007
16217.0,blue dart,fragile items,ev van,express,north,stormy,77.0,2.32,1970-01-01 00:00:00.000000007
16218.0,shadowfax,electronics,truck,same day,south,hot,124.0,23.84,1970-01-01 00:00:00.000000003
16219.0,dhl,fragile items,ev bike,standard,central,cold,50.7,0.7,1970-01-01 00:00:00.000000004
16220.0,shadowfax,automobile parts,bike,same day,west,stormy,231.4,12.11,1970-01-01 00:00:00.000000012
16221.0,shadowfax,cosmetics,bike,two day,south,rainy,196.8,38.72,1970-01-01 00:00:00.000000009
16222.0,ekart,pharmacy,ev van,same day,west,stormy,119.0,19.36,1970-01-01 00:00:00.000000006
16223.0,shadowfax,groceries,bike,standard,central,hot,211.1,19.16,1970-01-01 00:00:00.000000004
16224.0,ekart,fragile items,ev van,same day,south,cold,103.9,21.64,1970-01-01 00:00:00.000000002
16225.0,ecom express,clothing,bike,two day,west,stormy,171.6,34.47,1970-01-01 00:00:00.000000007
16226.0,ecom express,documents,truck,standard,south,foggy,136.2,31.43,1970-01-01 00:00:00.000000006
16227.0,blue dart,clothing,van,standard,south,foggy,100.3,42.24,1970-01-01 00:00:00.000000003
16228.0,xpressbees,documents,van,same day,central,rainy,18.4,31.65,1970-01-01 00:00:00.000000004
16229.0,ecom express,furniture,ev bike,express,north,rainy,95.4,46.37,1970-01-01 00:00:00.000000005
16230.0,blue dart,groceries,bike,same day,north,hot,140.5,41.44,1970-01-01 00:00:00.000000006
16231.0,xpressbees,groceries,van,same day,north,cold,91.5,8.94,1970-01-01 00:00:00.000000006
16232.0,ecom express,documents,truck,standard,north,foggy,291.5,10.41,1970-01-01 00:00:00.000000009
16233.0,ekart,groceries,van,same day,west,stormy,56.8,2.61,1970-01-01 00:00:00.000000006
16234.0,shadowfax,furniture,scooter,two day,east,cold,116.7,39.15,1970-01-01 00:00:00.000000004
16235.0,amazon logistics,clothing,bike,standard,north,foggy,205.9,18.8,1970-01-01 00:00:00.000000009
16236.0,dhl,automobile parts,truck,same day,south,hot,81.6,39.91,1970-01-01 00:00:00.000000003
16237.0,ekart,automobile parts,bike,express,central,hot,152.3,35.7,1970-01-01 00:00:00.000000003
16238.0,dhl,fragile items,bike,same day,east,hot,216.0,42.18,1970-01-01 00:00:00.000000007
16239.0,dhl,electronics,scooter,same day,west,stormy,288.4,24.72,1970-01-01 00:00:00.000000014
16240.0,xpressbees,furniture,ev bike,same day,south,cold,162.9,40.83,1970-01-01 00:00:00.000000006
16241.0,dhl,fragile items,bike,standard,central,foggy,219.1,46.44,1970-01-01 00:00:00.000000009
16242.0,dhl,groceries,scooter,same day,south,hot,242.6,39.53,1970-01-01 00:00:00.000000007
16243.0,ecom express,documents,bike,same day,central,rainy,105.1,8.69,1970-01-01 00:00:00.000000008
16244.0,shadowfax,pharmacy,truck,same day,east,clear,138.0,11.32,1970-01-01 00:00:00.000000003
16245.0,ecom express,electronics,scooter,standard,west,hot,259.9,26.07,1970-01-01 00:00:00.000000012
16246.0,xpressbees,pharmacy,bike,two day,east,foggy,192.1,24.39,1970-01-01 00:00:00.000000006
16247.0,amazon logistics,furniture,scooter,standard,west,hot,6.3,34.15,1970-01-01 00:00:00.000000000
16248.0,blue dart,cosmetics,scooter,standard,north,foggy,269.4,14.53,1970-01-01 00:00:00.000000010
16249.0,ecom express,cosmetics,bike,express,west,foggy,121.9,36.21,1970-01-01 00:00:00.000000007
16250.0,ecom express,furniture,van,standard,east,foggy,215.7,38.4,1970-01-01 00:00:00.000000007
16251.0,delhivery,pharmacy,truck,express,south,stormy,103.4,37.37,1970-01-01 00:00:00.000000009
16252.0,dhl,electronics,van,standard,west,rainy,158.5,30.83,1970-01-01 00:00:00.000000011
16253.0,dhl,automobile parts,van,standard,west,rainy,146.3,39.1,1970-01-01 00:00:00.000000005
16254.0,dhl,electronics,ev van,two day,west,rainy,21.3,42.0,1970-01-01 00:00:00.000000005
16255.0,amazon logistics,automobile parts,scooter,same day,central,stormy,118.7,3.97,1970-01-01 00:00:00.000000006
16256.0,xpressbees,automobile parts,van,express,south,stormy,75.3,23.92,1970-01-01 00:00:00.000000004
16257.0,blue dart,cosmetics,truck,express,north,cold,180.0,8.35,1970-01-01 00:00:00.000000004
16258.0,shadowfax,cosmetics,bike,express,east,hot,287.8,48.56,1970-01-01 00:00:00.000000010
16259.0,ecom express,electronics,ev van,same day,south,rainy,234.1,14.33,1970-01-01 00:00:00.000000012
16260.0,dhl,automobile parts,truck,standard,south,rainy,274.0,4.37,1970-01-01 00:00:00.000000007
16261.0,ecom express,furniture,ev bike,standard,west,rainy,148.3,34.38,1970-01-01 00:00:00.000000006
16262.0,shadowfax,groceries,scooter,express,north,rainy,16.1,16.79,1970-01-01 00:00:00.000000002
16263.0,ecom express,cosmetics,ev bike,standard,east,hot,74.2,6.42,1970-01-01 00:00:00.000000002
16264.0,ecom express,furniture,ev van,two day,east,stormy,144.8,28.56,1970-01-01 00:00:00.000000010
16265.0,delhivery,groceries,truck,express,north,rainy,108.4,7.86,1970-01-01 00:00:00.000000007
16266.0,amazon logistics,documents,scooter,same day,west,hot,138.6,7.85,1970-01-01 00:00:00.000000006
16267.0,blue dart,clothing,ev bike,express,central,rainy,261.6,14.21,1970-01-01 00:00:00.000000008
16268.0,amazon logistics,automobile parts,ev van,standard,central,clear,4.9,18.91,1970-01-01 00:00:00.000000000
16269.0,amazon logistics,pharmacy,ev bike,express,central,foggy,64.2,49.42,1970-01-01 00:00:00.000000005
16270.0,ekart,documents,truck,two day,north,clear,290.4,5.36,1970-01-01 00:00:00.000000007
16271.0,delhivery,cosmetics,van,standard,south,hot,181.6,1.6,1970-01-01 00:00:00.000000006
16272.0,dhl,cosmetics,scooter,two day,east,foggy,111.0,36.3,1970-01-01 00:00:00.000000005
16273.0,ekart,clothing,ev bike,standard,east,stormy,61.4,34.72,1970-01-01 00:00:00.000000008
16274.0,fedex,clothing,van,same day,central,cold,129.3,1.77,1970-01-01 00:00:00.000000003
16275.0,delhivery,documents,scooter,same day,south,hot,242.9,31.06,1970-01-01 00:00:00.000000004
16276.0,delhivery,electronics,van,same day,east,rainy,294.2,42.89,1970-01-01 00:00:00.000000017
16277.0,dhl,fragile items,bike,standard,west,foggy,79.8,2.69,1970-01-01 00:00:00.000000005
16278.0,xpressbees,clothing,truck,same day,central,cold,241.9,36.37,1970-01-01 00:00:00.000000005
16279.0,ekart,fragile items,truck,standard,west,foggy,12.6,47.25,1970-01-01 00:00:00.000000001
16280.0,ekart,furniture,van,same day,west,cold,225.7,43.49,1970-01-01 00:00:00.000000008
16281.0,blue dart,clothing,ev bike,two day,central,stormy,252.9,14.03,1970-01-01 00:00:00.000000008
16282.0,ekart,fragile items,truck,two day,central,stormy,92.3,32.99,1970-01-01 00:00:00.000000010
16283.0,ekart,clothing,van,express,central,stormy,212.1,12.42,1970-01-01 00:00:00.000000012
16284.0,ekart,automobile parts,ev bike,same day,west,cold,288.8,41.04,1970-01-01 00:00:00.000000005
16285.0,dhl,electronics,bike,standard,south,stormy,199.5,26.54,1970-01-01 00:00:00.000000011
16286.0,ekart,pharmacy,truck,same day,north,foggy,178.2,31.2,1970-01-01 00:00:00.000000007
16287.0,xpressbees,documents,bike,same day,west,foggy,25.7,15.94,1970-01-01 00:00:00.000000001
16288.0,dhl,furniture,truck,standard,west,stormy,66.0,39.28,1970-01-01 00:00:00.000000009
16289.0,xpressbees,fragile items,bike,two day,west,rainy,82.4,7.81,1970-01-01 00:00:00.000000008
16290.0,shadowfax,fragile items,ev van,express,north,hot,50.6,35.88,1970-01-01 00:00:00.000000003
16291.0,shadowfax,documents,bike,two day,central,foggy,28.6,35.63,1970-01-01 00:00:00.000000005
16292.0,shadowfax,electronics,van,standard,west,clear,264.3,7.96,1970-01-01 00:00:00.000000005
16293.0,ecom express,documents,truck,standard,west,foggy,59.6,20.14,1970-01-01 00:00:00.000000004
16294.0,ekart,fragile items,van,same day,east,hot,259.1,40.19,1970-01-01 00:00:00.000000007
16295.0,ecom express,furniture,scooter,standard,north,hot,281.2,39.8,1970-01-01 00:00:00.000000007
16296.0,blue dart,cosmetics,scooter,two day,west,cold,125.3,46.01,1970-01-01 00:00:00.000000003
16297.0,blue dart,furniture,ev van,two day,south,cold,85.5,47.0,1970-01-01 00:00:00.000000003
16298.0,amazon logistics,furniture,bike,standard,north,stormy,240.1,45.84,1970-01-01 00:00:00.000000012
16299.0,ecom express,electronics,ev bike,two day,north,stormy,293.6,34.7,1970-01-01 00:00:00.000000014
16300.0,delhivery,electronics,scooter,express,north,rainy,44.8,10.27,1970-01-01 00:00:00.000000007
16301.0,shadowfax,cosmetics,bike,two day,south,cold,102.0,0.67,1970-01-01 00:00:00.000000003
16302.0,fedex,clothing,van,same day,north,clear,231.1,37.01,1970-01-01 00:00:00.000000007
16303.0,blue dart,groceries,bike,express,north,cold,3.6,1.6,1970-01-01 00:00:00.000000002
16304.0,fedex,groceries,ev bike,standard,south,rainy,114.3,7.9,1970-01-01 00:00:00.000000007
16305.0,xpressbees,pharmacy,ev bike,express,north,cold,37.8,32.75,1970-01-01 00:00:00.000000002
16306.0,shadowfax,automobile parts,scooter,express,north,rainy,244.6,28.67,1970-01-01 00:00:00.000000008
16307.0,fedex,cosmetics,ev bike,same day,south,hot,78.3,32.46,1970-01-01 00:00:00.000000003
16308.0,amazon logistics,pharmacy,ev bike,two day,north,cold,186.0,34.92,1970-01-01 00:00:00.000000004
16309.0,ekart,fragile items,ev bike,two day,south,hot,172.8,43.97,1970-01-01 00:00:00.000000007
16310.0,shadowfax,furniture,bike,express,central,clear,278.8,24.51,1970-01-01 00:00:00.000000008
16311.0,ekart,clothing,bike,standard,east,cold,24.4,17.79,1970-01-01 00:00:00.000000001
16312.0,ecom express,furniture,bike,same day,west,cold,144.8,34.79,1970-01-01 00:00:00.000000004
16313.0,ekart,automobile parts,ev bike,same day,east,stormy,268.6,22.7,1970-01-01 00:00:00.000000010
16314.0,amazon logistics,fragile items,scooter,same day,east,hot,159.3,0.67,1970-01-01 00:00:00.000000005
16315.0,shadowfax,groceries,truck,same day,north,foggy,288.3,11.1,1970-01-01 00:00:00.000000009
16316.0,blue dart,documents,van,same day,west,hot,73.1,29.44,1970-01-01 00:00:00.000000002
16317.0,xpressbees,automobile parts,ev van,express,south,cold,144.5,36.17,1970-01-01 00:00:00.000000003
16318.0,ekart,electronics,scooter,standard,south,stormy,241.1,26.57,1970-01-01 00:00:00.000000010
16319.0,ekart,automobile parts,ev bike,two day,south,rainy,134.6,5.31,1970-01-01 00:00:00.000000008
16320.0,dhl,cosmetics,bike,standard,west,clear,75.9,32.98,1970-01-01 00:00:00.000000003
16321.0,xpressbees,fragile items,ev van,standard,west,hot,34.0,20.36,1970-01-01 00:00:00.000000001
16322.0,dhl,documents,truck,standard,east,hot,254.5,11.54,1970-01-01 00:00:00.000000006
16323.0,shadowfax,pharmacy,scooter,express,south,hot,43.5,18.81,1970-01-01 00:00:00.000000003
16324.0,fedex,documents,van,express,north,foggy,41.0,34.27,1970-01-01 00:00:00.000000004
16325.0,blue dart,electronics,ev bike,same day,central,hot,116.7,28.46,1970-01-01 00:00:00.000000003
16326.0,ekart,furniture,van,standard,west,clear,278.9,15.01,1970-01-01 00:00:00.000000011
16327.0,ekart,automobile parts,bike,express,east,hot,173.9,43.04,1970-01-01 00:00:00.000000007
16328.0,ekart,documents,scooter,same day,central,hot,109.7,41.05,1970-01-01 00:00:00.000000005
16329.0,ecom express,clothing,ev van,express,north,rainy,275.5,2.31,1970-01-01 00:00:00.000000012
16330.0,dhl,automobile parts,van,same day,south,foggy,85.5,39.11,1970-01-01 00:00:00.000000004
16331.0,dhl,automobile parts,van,express,central,hot,8.6,28.49,1970-01-01 00:00:00.000000001
16332.0,xpressbees,fragile items,scooter,two day,north,stormy,108.1,3.43,1970-01-01 00:00:00.000000009
16333.0,amazon logistics,automobile parts,bike,express,south,stormy,189.4,23.34,1970-01-01 00:00:00.000000008
16334.0,xpressbees,automobile parts,scooter,two day,west,clear,268.0,0.67,1970-01-01 00:00:00.000000008
16335.0,fedex,automobile parts,ev van,express,east,hot,187.3,48.39,1970-01-01 00:00:00.000000005
16336.0,ecom express,automobile parts,truck,express,south,clear,175.8,36.09,1970-01-01 00:00:00.000000005
16337.0,ecom express,cosmetics,van,two day,south,foggy,216.5,44.17,1970-01-01 00:00:00.000000010
16338.0,blue dart,documents,truck,express,east,foggy,63.4,25.89,1970-01-01 00:00:00.000000006
16339.0,blue dart,furniture,ev bike,same day,south,hot,266.5,45.67,1970-01-01 00:00:00.000000005
16340.0,dhl,groceries,ev van,standard,north,clear,177.3,11.07,1970-01-01 00:00:00.000000003
16341.0,amazon logistics,furniture,scooter,two day,west,clear,159.8,31.42,1970-01-01 00:00:00.000000007
16342.0,ecom express,cosmetics,ev bike,two day,north,stormy,192.5,5.92,1970-01-01 00:00:00.000000008
16343.0,xpressbees,documents,ev bike,same day,west,foggy,29.9,44.48,1970-01-01 00:00:00.000000003
16344.0,xpressbees,electronics,bike,express,west,clear,189.7,4.84,1970-01-01 00:00:00.000000007
16345.0,ekart,pharmacy,ev van,express,central,hot,36.6,28.87,1970-01-01 00:00:00.000000002
16346.0,shadowfax,automobile parts,scooter,express,central,stormy,150.7,28.01,1970-01-01 00:00:00.000000008
16347.0,blue dart,fragile items,ev bike,express,central,stormy,247.0,8.58,1970-01-01 00:00:00.000000009
16348.0,fedex,electronics,ev van,same day,east,foggy,44.8,27.43,1970-01-01 00:00:00.000000004
16349.0,blue dart,pharmacy,truck,standard,north,rainy,121.3,21.01,1970-01-01 00:00:00.000000010
16350.0,delhivery,furniture,scooter,express,central,rainy,189.7,2.32,1970-01-01 00:00:00.000000009
16351.0,ecom express,groceries,ev van,express,central,cold,194.6,36.88,1970-01-01 00:00:00.000000005
16352.0,ecom express,cosmetics,van,express,south,hot,49.8,16.78,1970-01-01 00:00:00.000000003
16353.0,xpressbees,groceries,ev bike,express,south,cold,100.5,8.22,1970-01-01 00:00:00.000000003
16354.0,shadowfax,automobile parts,ev bike,express,north,foggy,6.1,4.51,1970-01-01 00:00:00.000000003
16355.0,ekart,automobile parts,scooter,two day,south,cold,239.0,34.46,1970-01-01 00:00:00.000000006
16356.0,shadowfax,pharmacy,truck,express,south,rainy,244.2,21.1,1970-01-01 00:00:00.000000008
16357.0,xpressbees,furniture,scooter,standard,central,stormy,160.5,48.08,1970-01-01 00:00:00.000000012
16358.0,fedex,pharmacy,bike,two day,south,foggy,293.4,47.82,1970-01-01 00:00:00.000000016
16359.0,ekart,automobile parts,ev bike,express,north,rainy,34.0,9.84,1970-01-01 00:00:00.000000003
16360.0,dhl,documents,scooter,same day,west,foggy,191.9,5.16,1970-01-01 00:00:00.000000007
16361.0,amazon logistics,fragile items,truck,two day,west,hot,61.0,25.12,1970-01-01 00:00:00.000000001
16362.0,ekart,pharmacy,bike,same day,central,stormy,105.3,9.41,1970-01-01 00:00:00.000000006
16363.0,ecom express,electronics,truck,same day,west,cold,14.3,22.85,1970-01-01 00:00:00.000000003
16364.0,xpressbees,cosmetics,scooter,same day,south,stormy,42.3,6.33,1970-01-01 00:00:00.000000007
16365.0,ecom express,clothing,scooter,standard,west,stormy,110.2,22.35,1970-01-01 00:00:00.000000011
16366.0,fedex,furniture,bike,standard,central,rainy,171.7,6.1,1970-01-01 00:00:00.000000006
16367.0,ekart,automobile parts,ev van,standard,central,hot,146.4,49.44,1970-01-01 00:00:00.000000004
16368.0,delhivery,fragile items,truck,express,east,rainy,293.0,7.06,1970-01-01 00:00:00.000000014
16369.0,fedex,cosmetics,truck,two day,south,clear,240.1,7.71,1970-01-01 00:00:00.000000005
16370.0,dhl,electronics,van,same day,north,hot,16.8,8.04,1970-01-01 00:00:00.000000002
16371.0,blue dart,fragile items,ev van,two day,south,hot,9.1,18.1,1970-01-01 00:00:00.000000001
16372.0,ecom express,groceries,bike,express,east,rainy,272.1,8.7,1970-01-01 00:00:00.000000012
16373.0,ecom express,electronics,van,two day,central,cold,158.8,22.44,1970-01-01 00:00:00.000000004
16374.0,dhl,automobile parts,bike,same day,east,stormy,295.9,20.76,1970-01-01 00:00:00.000000015
16375.0,xpressbees,clothing,ev bike,standard,west,stormy,12.5,37.74,1970-01-01 00:00:00.000000004
16376.0,dhl,documents,ev van,same day,west,cold,275.8,35.36,1970-01-01 00:00:00.000000007
16377.0,fedex,clothing,ev bike,same day,east,hot,201.2,45.43,1970-01-01 00:00:00.000000007
16378.0,shadowfax,pharmacy,bike,express,west,hot,143.9,46.56,1970-01-01 00:00:00.000000004
16379.0,dhl,fragile items,ev bike,two day,central,stormy,81.3,14.11,1970-01-01 00:00:00.000000008
16380.0,amazon logistics,furniture,scooter,express,west,rainy,153.6,11.55,1970-01-01 00:00:00.000000006
16381.0,blue dart,fragile items,van,same day,west,clear,209.8,40.78,1970-01-01 00:00:00.000000005
16382.0,xpressbees,automobile parts,truck,same day,west,clear,68.0,17.46,1970-01-01 00:00:00.000000003
16383.0,ecom express,fragile items,van,standard,central,rainy,249.0,41.48,1970-01-01 00:00:00.000000011
16384.0,amazon logistics,clothing,scooter,standard,west,rainy,255.5,48.76,1970-01-01 00:00:00.000000010
16385.0,delhivery,clothing,truck,two day,north,rainy,192.3,22.18,1970-01-01 00:00:00.000000007
16386.0,blue dart,documents,scooter,two day,south,clear,154.8,43.68,1970-01-01 00:00:00.000000005
16387.0,shadowfax,pharmacy,ev bike,two day,south,rainy,271.8,20.39,1970-01-01 00:00:00.000000010
16388.0,ecom express,fragile items,bike,standard,central,stormy,108.9,25.27,1970-01-01 00:00:00.000000007
16389.0,amazon logistics,documents,ev bike,same day,north,stormy,186.7,39.53,1970-01-01 00:00:00.000000007
16390.0,ecom express,pharmacy,ev van,standard,south,foggy,134.3,42.37,1970-01-01 00:00:00.000000006
16391.0,blue dart,clothing,ev bike,express,west,cold,94.6,0.67,1970-01-01 00:00:00.000000003
16392.0,fedex,furniture,truck,two day,east,stormy,278.0,3.4,1970-01-01 00:00:00.000000013
16393.0,xpressbees,fragile items,van,express,north,stormy,77.1,35.54,1970-01-01 00:00:00.000000008
16394.0,shadowfax,groceries,truck,express,west,hot,191.4,19.91,1970-01-01 00:00:00.000000007
16395.0,xpressbees,clothing,truck,express,north,cold,84.0,31.72,1970-01-01 00:00:00.000000002
16396.0,blue dart,groceries,ev van,express,north,rainy,181.5,18.13,1970-01-01 00:00:00.000000009
16397.0,fedex,cosmetics,bike,standard,central,cold,228.1,45.77,1970-01-01 00:00:00.000000008
16398.0,fedex,automobile parts,truck,express,east,foggy,136.1,27.92,1970-01-01 00:00:00.000000006
16399.0,ecom express,pharmacy,truck,two day,east,cold,130.8,22.69,1970-01-01 00:00:00.000000005
16400.0,blue dart,cosmetics,scooter,standard,north,foggy,148.2,44.48,1970-01-01 00:00:00.000000007
16401.0,ekart,groceries,van,express,north,hot,161.2,3.93,1970-01-01 00:00:00.000000005
16402.0,delhivery,automobile parts,van,same day,south,hot,153.8,34.49,1970-01-01 00:00:00.000000003
16403.0,blue dart,fragile items,bike,express,south,foggy,48.7,12.33,1970-01-01 00:00:00.000000004
16404.0,ecom express,automobile parts,van,same day,west,foggy,179.8,10.29,1970-01-01 00:00:00.000000004
16405.0,amazon logistics,fragile items,scooter,express,south,foggy,228.3,23.27,1970-01-01 00:00:00.000000009
16406.0,ekart,furniture,van,standard,central,rainy,219.9,42.21,1970-01-01 00:00:00.000000011
16407.0,xpressbees,automobile parts,scooter,two day,south,cold,198.9,21.21,1970-01-01 00:00:00.000000004
16408.0,shadowfax,pharmacy,ev bike,two day,south,cold,118.9,2.19,1970-01-01 00:00:00.000000003
16409.0,ecom express,pharmacy,ev van,express,north,clear,160.4,24.32,1970-01-01 00:00:00.000000007
16410.0,ekart,pharmacy,bike,standard,central,clear,236.8,19.25,1970-01-01 00:00:00.000000009
16411.0,ecom express,clothing,scooter,express,west,hot,42.5,30.18,1970-01-01 00:00:00.000000003
16412.0,dhl,fragile items,bike,two day,east,stormy,144.6,23.13,1970-01-01 00:00:00.000000012
16413.0,xpressbees,groceries,van,same day,central,hot,140.5,18.01,1970-01-01 00:00:00.000000002
16414.0,dhl,pharmacy,van,same day,west,rainy,190.1,46.19,1970-01-01 00:00:00.000000007
16415.0,xpressbees,fragile items,van,same day,east,stormy,216.8,31.61,1970-01-01 00:00:00.000000013
16416.0,dhl,clothing,bike,two day,central,foggy,66.1,35.24,1970-01-01 00:00:00.000000004
16417.0,amazon logistics,documents,ev van,standard,south,clear,56.4,12.42,1970-01-01 00:00:00.000000002
16418.0,shadowfax,automobile parts,ev van,two day,west,cold,46.4,24.88,1970-01-01 00:00:00.000000002
16419.0,ekart,groceries,ev van,two day,east,cold,191.8,12.71,1970-01-01 00:00:00.000000008
16420.0,ecom express,pharmacy,van,two day,east,stormy,179.6,27.6,1970-01-01 00:00:00.000000009
16421.0,xpressbees,pharmacy,ev bike,express,west,clear,54.5,5.52,1970-01-01 00:00:00.000000002
16422.0,dhl,fragile items,bike,two day,east,hot,180.2,47.05,1970-01-01 00:00:00.000000008
16423.0,blue dart,furniture,truck,two day,central,rainy,235.4,6.96,1970-01-01 00:00:00.000000009
16424.0,ecom express,groceries,truck,two day,west,stormy,45.6,15.88,1970-01-01 00:00:00.000000007
16425.0,xpressbees,electronics,ev bike,express,east,rainy,63.0,7.25,1970-01-01 00:00:00.000000005
16426.0,xpressbees,furniture,ev bike,two day,central,hot,67.1,15.08,1970-01-01 00:00:00.000000001
16427.0,amazon logistics,pharmacy,bike,two day,central,foggy,199.4,4.81,1970-01-01 00:00:00.000000008
16428.0,shadowfax,cosmetics,van,standard,east,foggy,268.8,45.52,1970-01-01 00:00:00.000000007
16429.0,ekart,fragile items,van,express,south,cold,16.8,17.41,1970-01-01 00:00:00.000000003
16430.0,ekart,cosmetics,van,two day,central,clear,257.9,27.44,1970-01-01 00:00:00.000000009
16431.0,delhivery,furniture,truck,two day,west,cold,124.5,29.57,1970-01-01 00:00:00.000000005
16432.0,delhivery,electronics,ev bike,same day,south,cold,250.1,9.99,1970-01-01 00:00:00.000000007
16433.0,xpressbees,documents,truck,same day,east,cold,249.9,48.94,1970-01-01 00:00:00.000000005
16434.0,amazon logistics,groceries,scooter,two day,west,stormy,193.8,44.54,1970-01-01 00:00:00.000000011
16435.0,blue dart,automobile parts,truck,express,west,clear,73.6,10.37,1970-01-01 00:00:00.000000002
16436.0,shadowfax,cosmetics,truck,same day,west,cold,9.7,47.42,1970-01-01 00:00:00.000000003
16437.0,blue dart,automobile parts,scooter,two day,west,hot,51.8,47.7,1970-01-01 00:00:00.000000002
16438.0,dhl,automobile parts,truck,express,north,hot,97.1,29.73,1970-01-01 00:00:00.000000003
16439.0,amazon logistics,clothing,truck,standard,south,rainy,231.6,4.37,1970-01-01 00:00:00.000000013
16440.0,amazon logistics,electronics,ev bike,standard,east,hot,214.3,1.67,1970-01-01 00:00:00.000000007
16441.0,ecom express,pharmacy,van,same day,south,clear,157.5,27.59,1970-01-01 00:00:00.000000007
16442.0,ekart,documents,ev van,express,west,stormy,10.6,28.57,1970-01-01 00:00:00.000000004
16443.0,ecom express,fragile items,truck,same day,south,hot,36.1,44.5,1970-01-01 00:00:00.000000002
16444.0,amazon logistics,furniture,ev van,express,west,cold,278.5,36.18,1970-01-01 00:00:00.000000006
16445.0,dhl,electronics,bike,two day,east,cold,216.0,19.94,1970-01-01 00:00:00.000000009
16446.0,ekart,documents,bike,same day,east,hot,274.4,37.09,1970-01-01 00:00:00.000000010
16447.0,delhivery,groceries,scooter,same day,north,hot,162.4,36.52,1970-01-01 00:00:00.000000006
16448.0,ecom express,electronics,ev bike,standard,west,foggy,17.6,18.74,1970-01-01 00:00:00.000000003
16449.0,blue dart,documents,truck,express,south,stormy,234.6,26.04,1970-01-01 00:00:00.000000011
16450.0,ekart,furniture,ev bike,standard,central,rainy,296.9,31.26,1970-01-01 00:00:00.000000013
16451.0,dhl,automobile parts,bike,standard,central,hot,153.7,12.15,1970-01-01 00:00:00.000000005
16452.0,blue dart,pharmacy,van,express,north,foggy,27.2,12.79,1970-01-01 00:00:00.000000004
16453.0,amazon logistics,electronics,van,two day,north,cold,192.1,25.03,1970-01-01 00:00:00.000000005
16454.0,xpressbees,groceries,ev van,two day,south,rainy,227.4,43.14,1970-01-01 00:00:00.000000010
